tick_time,asset,data_timestamp,close,top_conviction,fires,n_train,status
2026-03-23T15:58:37.815395+00:00,XLE,2026-03-20 14:30:00+00:00,60.15999984741211,0.076,False,500,ok
2026-03-23T16:57:46.938463+00:00,XLE,2026-03-20 15:30:00+00:00,60.185001373291016,0.0436,False,500,ok
2026-03-23T17:56:30.955704+00:00,XLE,2026-03-20 16:30:00+00:00,59.97999954223633,0.0514,False,500,ok
2026-03-23T18:57:35.812610+00:00,XLE,2026-03-20 17:30:00+00:00,59.76499938964844,0.0403,False,500,ok
2026-03-23T19:53:39.878279+00:00,XLE,2026-03-20 18:30:00+00:00,59.58000183105469,0.0844,False,500,ok
2026-03-23T20:22:48.698196+00:00,XLE,2026-03-20 18:30:00+00:00,59.58000183105469,0.0844,False,500,ok
2026-03-24T14:58:50.557603+00:00,XLE,2026-03-23 13:30:00+00:00,59.63999938964844,0.2072,False,500,ok
2026-03-24T16:00:15.817006+00:00,XLE,2026-03-23 14:30:00+00:00,59.17499923706055,0.3299,True,500,ok
2026-03-24T16:58:24.949203+00:00,XLE,2026-03-23 15:30:00+00:00,59.345001220703125,0.1254,False,500,ok
2026-03-24T17:57:37.638300+00:00,XLE,2026-03-23 16:30:00+00:00,59.54499816894531,0.1028,False,500,ok
2026-03-24T18:58:43.119117+00:00,XLE,2026-03-23 17:30:00+00:00,59.724998474121094,0.0984,False,500,ok
2026-03-24T19:56:17.041928+00:00,XLE,2026-03-23 18:30:00+00:00,59.44499969482422,0.1694,False,500,ok
2026-03-24T20:23:27.987835+00:00,XLE,2026-03-23 18:30:00+00:00,59.44499969482422,0.1694,False,500,ok
2026-03-25T14:59:19.820583+00:00,XLE,2026-03-24 13:30:00+00:00,61.154998779296875,0.5414,True,500,ok
2026-03-25T16:00:41.280750+00:00,XLE,2026-03-24 14:30:00+00:00,61.279998779296875,0.3031,True,500,ok
2026-03-25T16:59:38.365021+00:00,XLE,2026-03-24 15:30:00+00:00,61.20000076293945,0.2729,True,500,ok
2026-03-25T17:58:24.098603+00:00,XLE,2026-03-24 16:30:00+00:00,61.08000183105469,0.187,False,500,ok
2026-03-25T18:57:56.370229+00:00,XLE,2026-03-24 17:30:00+00:00,60.939998626708984,0.1558,False,500,ok
2026-03-25T19:53:46.238812+00:00,XLE,2026-03-24 18:30:00+00:00,60.685001373291016,0.2686,True,500,ok
2026-03-25T20:22:17.495308+00:00,XLE,2026-03-24 18:30:00+00:00,60.685001373291016,0.1319,False,500,ok
2026-03-26T14:59:21.768399+00:00,XLE,2026-03-25 13:30:00+00:00,60.73500061035156,0.1508,False,500,ok
2026-03-26T16:00:37.977778+00:00,XLE,2026-03-25 14:30:00+00:00,60.90999984741211,0.247,False,500,ok
2026-03-26T16:58:20.195549+00:00,XLE,2026-03-25 15:30:00+00:00,60.71500015258789,0.1231,False,500,ok
2026-03-26T17:58:57.978700+00:00,XLE,2026-03-25 16:30:00+00:00,60.64500045776367,0.0993,False,500,ok
2026-03-26T18:58:53.709553+00:00,XLE,2026-03-25 17:30:00+00:00,60.73500061035156,0.089,False,500,ok
2026-03-26T19:57:43.423062+00:00,XLE,2026-03-25 18:30:00+00:00,60.724998474121094,0.3392,True,500,ok
2026-03-26T20:20:18.132982+00:00,XLE,2026-03-25 18:30:00+00:00,60.724998474121094,0.3392,True,500,ok
2026-03-27T14:56:48.576759+00:00,XLE,2026-03-26 13:30:00+00:00,61.040000915527344,0.0955,False,500,ok
2026-03-27T15:57:37.883658+00:00,XLE,2026-03-26 14:30:00+00:00,61.45500183105469,0.3148,True,500,ok
2026-03-27T16:58:09.777414+00:00,XLE,2026-03-26 15:30:00+00:00,61.755001068115234,0.3672,True,500,ok
2026-03-27T17:56:36.163134+00:00,XLE,2026-03-26 16:30:00+00:00,61.749900817871094,0.2773,True,500,ok
2026-03-27T18:58:06.118949+00:00,XLE,2026-03-26 17:30:00+00:00,61.650001525878906,0.3191,True,500,ok
